t,sym,px,qty,b1sz,b1px,a1px,a1sz
2020-04-06D12:57:41.413385000,2330,0,0,552,2745000,2750000,1551
2020-04-06D12:57:41.423474000,2330,0,0,552,2745000,2750000,1550
2020-04-06D12:57:41.445053000,2330,0,0,552,2745000,2750000,1550
2020-04-06D12:57:41.793675000,2330,0,0,552,2745000,2750000,1552
2020-04-06D12:57:42.166509000,2330,2750000,1,552,2745000,2750000,1551
2020-04-06D12:57:42.170455000,2330,0,0,552,2745000,2750000,1551
2020-04-06D12:57:42.288629000,2330,2750000,4,552,2745000,2750000,1547
2020-04-06D12:57:42.949530000,2330,0,0,552,2745000,2750000,1548
2020-04-06D12:57:42.967464000,2330,2750000,1,552,2745000,2750000,1547
2020-04-06D12:57:43.170265000,2330,0,0,552,2745000,2750000,1552
2020-04-06D12:57:43.652361000,2330,0,0,552,2745000,2750000,1552
2020-04-06D12:57:43.656376000,2330,0,0,552,2745000,2750000,1552
2020-04-06D12:57:43.676479000,2330,0,0,552,2745000,2750000,1552
2020-04-06D12:57:43.723757000,2330,0,0,559,2745000,2750000,1552
2020-04-06D12:57:44.529962000,2330,0,0,560,2745000,2750000,1552
2020-04-06D12:57:44.920695000,2330,0,0,560,2745000,2750000,1552
2020-04-06D12:57:45.217509000,2330,0,0,562,2745000,2750000,1552
2020-04-06D12:57:45.420799000,2330,2750000,2,562,2745000,2750000,1550
2020-04-06D12:57:45.898101000,2330,2745000,7,555,2745000,2750000,1550
2020-04-06D12:57:46.202101000,2330,0,0,556,2745000,2750000,1550
2020-04-06D12:57:46.506055000,2330,0,0,556,2745000,2750000,1550
2020-04-06D12:57:46.573747000,2330,0,0,556,2745000,2750000,1549
2020-04-06D12:57:46.667562000,2330,0,0,556,2745000,2750000,1549
2020-04-06D12:57:47.191716000,2330,0,0,556,2745000,2750000,1550
2020-04-06D12:57:47.259416000,2330,0,0,556,2745000,2750000,1551
2020-04-06D12:57:47.634955000,2330,0,0,556,2745000,2750000,1552
2020-04-06D12:57:48.171842000,2330,0,0,556,2745000,2750000,1552
2020-04-06D12:57:48.299360000,2330,0,0,557,2745000,2750000,1552
2020-04-06D12:57:48.665926000,2330,2745000,6,551,2745000,2750000,1552
2020-04-06D12:57:49.419932000,2330,0,0,551,2745000,2750000,1553
2020-04-06D12:57:49.712458000,2330,0,0,551,2745000,2750000,1563
2020-04-06D12:57:49.963728000,2330,0,0,551,2745000,2750000,1564
2020-04-06D12:57:49.988894000,2330,2750000,1,551,2745000,2750000,1563
2020-04-06D12:57:50.139428000,2330,0,0,553,2745000,2750000,1563
2020-04-06D12:57:50.171464000,2330,0,0,553,2745000,2750000,1563
2020-04-06D12:57:50.278276000,2330,0,0,554,2745000,2750000,1563
2020-04-06D12:57:51.737226000,2330,0,0,554,2745000,2750000,1563
2020-04-06D12:57:51.953165000,2330,0,0,554,2745000,2750000,1563
2020-04-06D12:57:51.957514000,2330,0,0,556,2745000,2750000,1563
2020-04-06D12:57:53.594117000,2330,0,0,556,2745000,2750000,1566
2020-04-06D12:57:53.639002000,2330,0,0,556,2745000,2750000,1567
2020-04-06D12:57:53.923767000,2330,2750000,1,556,2745000,2750000,1566
2020-04-06D12:57:56.050213000,2330,0,0,556,2745000,2750000,1566
2020-04-06D12:57:56.055115000,2330,0,0,556,2745000,2750000,1566
2020-04-06D12:57:56.139606000,2330,2750000,5,556,2745000,2750000,1561
2020-04-06D12:57:56.580071000,2330,0,0,556,2745000,2750000,1561
2020-04-06D12:57:57.008894000,2330,0,0,556,2745000,2750000,1564
2020-04-06D12:57:58.020829000,2330,0,0,556,2745000,2750000,1569
2020-04-06D12:58:00.197160000,2330,0,0,556,2745000,2750000,1569
2020-04-06D12:58:00.830866000,2330,0,0,556,2745000,2750000,1570
2020-04-06D12:58:01.520008000,2330,2745000,2,554,2745000,2750000,1570
2020-04-06D12:58:01.690316000,2330,0,0,554,2745000,2750000,1571
2020-04-06D12:58:03.054831000,2330,0,0,554,2745000,2750000,1571
2020-04-06D12:58:04.195837000,2330,0,0,555,2745000,2750000,1571
2020-04-06D12:58:04.507604000,2330,0,0,558,2745000,2750000,1571
2020-04-06D12:58:04.984249000,2330,0,0,558,2745000,2750000,1571
2020-04-06D12:58:05.284665000,2330,0,0,558,2745000,2750000,1571
2020-04-06D12:58:05.992285000,2330,2750000,7,551,2745000,2750000,1564
2020-04-06D12:58:05.994474000,2330,0,0,543,2745000,2750000,1564
2020-04-06D12:58:06.039657000,2330,0,0,551,2745000,2750000,1564
2020-04-06D12:58:06.194320000,2330,2750000,7,544,2745000,2750000,1557
2020-04-06D12:58:06.198300000,2330,2750000,1,543,2745000,2750000,1556
2020-04-06D12:58:06.614565000,2330,0,0,543,2745000,2750000,1556
2020-04-06D12:58:07.387641000,2330,0,0,543,2745000,2750000,1556
2020-04-06D12:58:07.721478000,2330,0,0,544,2745000,2750000,1556
2020-04-06D12:58:07.950770000,2330,0,0,544,2745000,2750000,1556
2020-04-06D12:58:08.152669000,2330,0,0,544,2745000,2750000,1554
2020-04-06D12:58:08.577025000,2330,0,0,544,2745000,2750000,1554
2020-04-06D12:58:10.654662000,2330,2745000,1,543,2745000,2750000,1554
2020-04-06D12:58:10.919790000,2330,0,0,543,2745000,2750000,1555
2020-04-06D12:58:11.435684000,2330,2745000,1,542,2745000,2750000,1555
2020-04-06D12:58:12.329153000,2330,0,0,543,2745000,2750000,1555
2020-04-06D12:58:16.124388000,2330,0,0,544,2745000,2750000,1555
2020-04-06D12:58:16.170306000,2330,0,0,546,2745000,2750000,1555
2020-04-06D12:58:16.400466000,2330,2745000,1,545,2745000,2750000,1555
2020-04-06D12:58:16.956891000,2330,0,0,546,2745000,2750000,1555
2020-04-06D12:58:17.493281000,2330,0,0,546,2745000,2750000,1555
2020-04-06D12:58:17.632684000,2330,2750000,3,546,2745000,2750000,1552
2020-04-06D12:58:17.990377000,2330,2750000,4,546,2745000,2750000,1548
2020-04-06D12:58:19.154432000,2330,0,0,546,2745000,2750000,1548
2020-04-06D12:58:20.793899000,2330,0,0,546,2745000,2750000,1543
2020-04-06D12:58:20.804555000,2330,2745000,5,541,2745000,2750000,1543
2020-04-06D12:58:20.983332000,2330,0,0,548,2745000,2750000,1543
2020-04-06D12:58:21.244420000,2330,2745000,7,541,2745000,2750000,1543
2020-04-06D12:58:21.959753000,2330,0,0,541,2745000,2750000,1543
2020-04-06D12:58:22.167501000,2330,0,0,541,2745000,2750000,1543
2020-04-06D12:58:22.273705000,2330,0,0,542,2745000,2750000,1543
2020-04-06D12:58:23.402752000,2330,2745000,1,541,2745000,2750000,1543
2020-04-06D12:58:23.781552000,2330,2750000,6,541,2745000,2750000,1537
2020-04-06D12:58:24.723717000,2330,0,0,541,2745000,2750000,1537
2020-04-06D12:58:25.133896000,2330,0,0,526,2745000,2750000,1537
2020-04-06D12:58:25.135711000,2330,0,0,525,2745000,2750000,1537
2020-04-06D12:58:25.137620000,2330,0,0,524,2745000,2750000,1537
2020-04-06D12:58:25.137809000,2330,0,0,523,2745000,2750000,1537
2020-04-06D12:58:25.138675000,2330,0,0,522,2745000,2750000,1537
2020-04-06D12:58:25.139850000,2330,0,0,521,2745000,2750000,1537
2020-04-06D12:58:25.203887000,2330,0,0,521,2745000,2750000,1537
2020-04-06D12:58:26.089653000,2330,0,0,520,2745000,2750000,1537
2020-04-06D12:58:26.289277000,2330,0,0,520,2745000,2750000,1537
2020-04-06D12:58:26.327907000,2330,0,0,520,2745000,2750000,1537
2020-04-06D12:58:27.299590000,2330,0,0,520,2745000,2750000,1528
2020-04-06D12:58:27.368003000,2330,0,0,520,2745000,2750000,1548
2020-04-06D12:58:27.868867000,2330,0,0,521,2745000,2750000,1548
2020-04-06D12:58:28.367189000,2330,2750000,1,521,2745000,2750000,1547
2020-04-06D12:58:28.389454000,2330,0,0,521,2745000,2750000,1546
2020-04-06D12:58:28.860133000,2330,0,0,521,2745000,2750000,1547
2020-04-06D12:58:28.869066000,2330,0,0,521,2745000,2750000,1574
2020-04-06D12:58:29.016520000,2330,0,0,521,2745000,2750000,1574
2020-04-06D12:58:29.255439000,2330,0,0,521,2745000,2750000,1575
2020-04-06D12:58:31.645366000,2330,0,0,519,2745000,2750000,1575
2020-04-06D12:58:31.655814000,2330,2750000,2,519,2745000,2750000,1573
2020-04-06D12:58:32.539732000,2330,0,0,519,2745000,2750000,1573
2020-04-06D12:58:33.807080000,2330,2745000,1,518,2745000,2750000,1573
2020-04-06D12:58:35.884058000,2330,2750000,1,518,2745000,2750000,1572
2020-04-06D12:58:36.149985000,2330,0,0,518,2745000,2750000,1572
2020-04-06D12:58:36.152954000,2330,0,0,518,2745000,2750000,1572
2020-04-06D12:58:36.263879000,2330,0,0,539,2745000,2750000,1572
2020-04-06D12:58:36.642373000,2330,0,0,539,2745000,2750000,1567
2020-04-06D12:58:36.653035000,2330,2745000,5,534,2745000,2750000,1567
2020-04-06D12:58:36.748711000,2330,0,0,534,2745000,2750000,1566
2020-04-06D12:58:36.791028000,2330,2745000,1,533,2745000,2750000,1566
2020-04-06D12:58:37.236405000,2330,0,0,537,2745000,2750000,1566
2020-04-06D12:58:37.604969000,2330,0,0,537,2745000,2750000,1569
2020-04-06D12:58:37.760846000,2330,0,0,538,2745000,2750000,1569
2020-04-06D12:58:38.503421000,2330,0,0,539,2745000,2750000,1569
2020-04-06D12:58:39.448046000,2330,0,0,539,2745000,2750000,1569
2020-04-06D12:58:39.462474000,2330,2745000,1,538,2745000,2750000,1569
2020-04-06D12:58:40.769418000,2330,0,0,538,2745000,2750000,1574
2020-04-06D12:58:41.993145000,2330,0,0,538,2745000,2750000,1575
2020-04-06D12:58:43.354777000,2330,0,0,538,2745000,2750000,1587
2020-04-06D12:58:44.500032000,2330,0,0,538,2745000,2750000,1587
2020-04-06D12:58:44.796863000,2330,0,0,538,2745000,2750000,1588
2020-04-06D12:58:45.140335000,2330,0,0,538,2745000,2750000,1589
2020-04-06D12:58:46.509874000,2330,0,0,538,2745000,2750000,1589
2020-04-06D12:58:46.887346000,2330,0,0,541,2745000,2750000,1589
2020-04-06D12:58:47.083453000,2330,0,0,541,2745000,2750000,1589
2020-04-06D12:58:47.305224000,2330,0,0,541,2745000,2750000,1590
2020-04-06D12:58:49.037467000,2330,2745000,6,535,2745000,2750000,1590
2020-04-06D12:58:49.084879000,2330,2745000,7,528,2745000,2750000,1590
2020-04-06D12:58:50.007813000,2330,0,0,528,2745000,2750000,1590
2020-04-06D12:58:50.016191000,2330,0,0,528,2745000,2750000,1590
2020-04-06D12:58:50.278396000,2330,2745000,2,526,2745000,2750000,1590
2020-04-06D12:58:50.345930000,2330,0,0,540,2745000,2750000,1590
2020-04-06D12:58:50.981043000,2330,2750000,4,540,2745000,2750000,1586
2020-04-06D12:58:51.057454000,2330,0,0,540,2745000,2750000,1587
2020-04-06D12:58:51.668817000,2330,0,0,541,2745000,2750000,1587
2020-04-06D12:58:51.859646000,2330,0,0,542,2745000,2750000,1587
2020-04-06D12:58:52.140206000,2330,0,0,542,2745000,2750000,1587
2020-04-06D12:58:52.143153000,2330,0,0,542,2745000,2750000,1587
2020-04-06D12:58:52.212273000,2330,2745000,1,541,2745000,2750000,1587
2020-04-06D12:58:52.266655000,2330,0,0,543,2745000,2750000,1587
2020-04-06D12:58:52.436131000,2330,0,0,543,2745000,2750000,1588
2020-04-06D12:58:52.495283000,2330,2750000,1,543,2745000,2750000,1587
2020-04-06D12:58:52.954773000,2330,0,0,550,2745000,2750000,1587
2020-04-06D12:58:53.126711000,2330,0,0,550,2745000,2750000,1588
2020-04-06D12:58:53.389419000,2330,0,0,551,2745000,2750000,1588
2020-04-06D12:58:54.545870000,2330,0,0,551,2745000,2750000,1587
2020-04-06D12:58:54.628350000,2330,0,0,556,2745000,2750000,1587
2020-04-06D12:58:55.227121000,2330,0,0,556,2745000,2750000,1587
2020-04-06D12:58:55.463961000,2330,0,0,556,2745000,2750000,1588
2020-04-06D12:58:56.549683000,2330,0,0,564,2745000,2750000,1588
2020-04-06D12:58:57.173071000,2330,0,0,564,2745000,2750000,1587
2020-04-06D12:58:57.253619000,2330,0,0,566,2745000,2750000,1587
2020-04-06D12:58:58.534673000,2330,0,0,566,2745000,2750000,1587
2020-04-06D12:58:58.547668000,2330,2745000,4,562,2745000,2750000,1587
2020-04-06D12:58:59.135231000,2330,0,0,563,2745000,2750000,1587
2020-04-06D12:58:59.649305000,2330,2750000,1,563,2745000,2750000,1586
2020-04-06D12:58:59.657395000,2330,2750000,10,563,2745000,2750000,1576
2020-04-06D12:58:59.885071000,2330,0,0,563,2745000,2750000,1582
2020-04-06D12:59:00.216428000,2330,0,0,563,2745000,2750000,1584
2020-04-06D12:59:00.320308000,2330,0,0,570,2745000,2750000,1584
2020-04-06D12:59:00.535764000,2330,0,0,570,2745000,2750000,1580
2020-04-06D12:59:00.560733000,2330,0,0,570,2745000,2750000,1580
2020-04-06D12:59:01.422995000,2330,2750000,1,570,2745000,2750000,1579
2020-04-06D12:59:01.901234000,2330,0,0,570,2745000,2750000,1578
2020-04-06D12:59:01.906290000,2330,2750000,1,570,2745000,2750000,1577
2020-04-06D12:59:01.952094000,2330,0,0,570,2745000,2750000,1577
2020-04-06D12:59:01.971523000,2330,0,0,569,2745000,2750000,1577
2020-04-06D12:59:02.008304000,2330,0,0,568,2745000,2750000,1577
2020-04-06D12:59:02.815051000,2330,0,0,568,2745000,2750000,1577
2020-04-06D12:59:03.202024000,2330,0,0,569,2745000,2750000,1577
2020-04-06D12:59:03.250097000,2330,2745000,1,568,2745000,2750000,1577
2020-04-06D12:59:03.579692000,2330,0,0,568,2745000,2750000,1577
2020-04-06D12:59:04.946863000,2330,2750000,1,568,2745000,2750000,1576
2020-04-06D12:59:04.998187000,2330,0,0,568,2745000,2750000,1570
2020-04-06D12:59:05.116023000,2330,2745000,19,549,2745000,2750000,1570
2020-04-06D12:59:05.285134000,2330,0,0,549,2745000,2750000,1571
2020-04-06D12:59:05.981416000,2330,0,0,549,2745000,2750000,1572
2020-04-06D12:59:06.016633000,2330,0,0,527,2745000,2750000,1572
2020-04-06D12:59:06.021276000,2330,0,0,517,2745000,2750000,1572
2020-04-06D12:59:06.024583000,2330,0,0,510,2745000,2750000,1572
2020-04-06D12:59:06.031105000,2330,0,0,500,2745000,2750000,1572
2020-04-06D12:59:06.034213000,2330,0,0,499,2745000,2750000,1572
2020-04-06D12:59:06.104203000,2330,0,0,504,2745000,2750000,1572
2020-04-06D12:59:06.187100000,2330,0,0,504,2745000,2750000,1572
2020-04-06D12:59:06.315579000,2330,0,0,518,2745000,2750000,1572
2020-04-06D12:59:08.132351000,2330,0,0,518,2745000,2750000,1572
2020-04-06D12:59:08.170977000,2330,0,0,518,2745000,2750000,1573
2020-04-06D12:59:08.255025000,2330,0,0,520,2745000,2750000,1573
2020-04-06D12:59:08.312670000,2330,0,0,506,2745000,2750000,1573
2020-04-06D12:59:08.315733000,2330,0,0,492,2745000,2750000,1573
2020-04-06D12:59:08.322587000,2330,0,0,485,2745000,2750000,1573
2020-04-06D12:59:08.392864000,2330,0,0,485,2745000,2750000,1574
2020-04-06D12:59:08.411092000,2330,0,0,486,2745000,2750000,1574
2020-04-06D12:59:09.012279000,2330,2745000,1,485,2745000,2750000,1574
2020-04-06D12:59:10.132024000,2330,0,0,485,2745000,2750000,1574
2020-04-06D12:59:10.239650000,2330,0,0,486,2745000,2750000,1574
2020-04-06D12:59:10.819274000,2330,2745000,1,485,2745000,2750000,1574
2020-04-06D12:59:10.898301000,2330,0,0,485,2745000,2750000,1574
2020-04-06D12:59:10.980582000,2330,0,0,485,2745000,2750000,1574
2020-04-06D12:59:12.385591000,2330,0,0,486,2745000,2750000,1574
2020-04-06D12:59:12.412716000,2330,0,0,486,2745000,2750000,1575
2020-04-06D12:59:14.986772000,2330,0,0,486,2745000,2750000,1575
2020-04-06D12:59:15.962108000,2330,0,0,486,2745000,2750000,1575
2020-04-06D12:59:16.371336000,2330,0,0,522,2745000,2750000,1575
2020-04-06D12:59:16.426534000,2330,0,0,522,2745000,2750000,1575
2020-04-06D12:59:16.711627000,2330,0,0,522,2745000,2750000,1575
2020-04-06D12:59:16.730163000,2330,0,0,522,2745000,2750000,1579
2020-04-06D12:59:17.030370000,2330,0,0,522,2745000,2750000,1580
2020-04-06D12:59:17.902712000,2330,2750000,1,522,2745000,2750000,1579
2020-04-06D12:59:18.833070000,2330,0,0,522,2745000,2750000,1579
2020-04-06D12:59:19.135784000,2330,0,0,522,2745000,2750000,1579
2020-04-06D12:59:19.284526000,2330,0,0,522,2745000,2750000,1579
2020-04-06D12:59:19.338249000,2330,2750000,1,522,2745000,2750000,1578
2020-04-06D12:59:19.878392000,2330,0,0,521,2745000,2750000,1578
2020-04-06D12:59:20.759573000,2330,0,0,521,2745000,2750000,1573
2020-04-06D12:59:20.770102000,2330,2745000,5,516,2745000,2750000,1573
2020-04-06D12:59:20.958209000,2330,2750000,7,509,2745000,2750000,1566
2020-04-06D12:59:20.959115000,2330,2750000,7,502,2745000,2750000,1559
2020-04-06D12:59:20.960536000,2330,0,0,494,2745000,2750000,1559
2020-04-06D12:59:21.123160000,2330,0,0,502,2745000,2750000,1559
2020-04-06D12:59:22.882105000,2330,0,0,503,2745000,2750000,1559
2020-04-06D12:59:22.913047000,2330,0,0,503,2745000,2750000,1532
2020-04-06D12:59:23.117137000,2330,0,0,503,2745000,2750000,1525
2020-04-06D12:59:23.195817000,2330,2745000,3,500,2745000,2750000,1525
2020-04-06D12:59:23.197861000,2330,0,0,500,2745000,2750000,1525
2020-04-06D12:59:23.918746000,2330,2745000,1,499,2745000,2750000,1525
2020-04-06D12:59:24.017113000,2330,0,0,499,2745000,2750000,1525
2020-04-06D12:59:24.293307000,2330,0,0,499,2745000,2750000,1526
2020-04-06D12:59:24.937398000,2330,2745000,1,498,2745000,2750000,1526
2020-04-06D12:59:25.079807000,2330,2745000,7,491,2745000,2750000,1526
2020-04-06D12:59:26.147266000,2330,0,0,492,2745000,2750000,1526
2020-04-06D12:59:26.164366000,2330,0,0,492,2745000,2750000,1526
2020-04-06D12:59:26.279959000,2330,0,0,493,2745000,2750000,1526
2020-04-06D12:59:29.099848000,2330,0,0,493,2745000,2750000,1527
2020-04-06D12:59:30.393032000,2330,0,0,494,2745000,2750000,1527
2020-04-06D12:59:31.687829000,2330,0,0,494,2745000,2750000,1527
2020-04-06D12:59:32.393809000,2330,0,0,494,2745000,2750000,1527
2020-04-06D12:59:32.825441000,2330,2750000,1,494,2745000,2750000,1526
2020-04-06D12:59:32.842255000,2330,0,0,495,2745000,2750000,1526
2020-04-06D12:59:33.416058000,2330,0,0,495,2745000,2750000,1526
2020-04-06D12:59:33.420791000,2330,0,0,459,2745000,2750000,1526
2020-04-06D12:59:33.605787000,2330,0,0,467,2745000,2750000,1526
2020-04-06D12:59:33.853220000,2330,2750000,1,467,2745000,2750000,1525
2020-04-06D12:59:34.107520000,2330,0,0,468,2745000,2750000,1525
2020-04-06D12:59:36.055851000,2330,0,0,468,2745000,2750000,1526
2020-04-06D12:59:36.780112000,2330,0,0,466,2745000,2750000,1526
2020-04-06D12:59:36.790665000,2330,2750000,2,466,2745000,2750000,1524
2020-04-06D12:59:36.986713000,2330,0,0,467,2745000,2750000,1524
2020-04-06D12:59:37.577349000,2330,0,0,467,2745000,2750000,1525
2020-04-06D12:59:38.411587000,2330,0,0,467,2745000,2750000,1526
2020-04-06D12:59:38.999663000,2330,2745000,1,466,2745000,2750000,1526
2020-04-06D12:59:39.410866000,2330,0,0,466,2745000,2750000,1526
2020-04-06D12:59:39.608276000,2330,0,0,466,2745000,2750000,1527
2020-04-06D12:59:39.946958000,2330,0,0,466,2745000,2750000,1529
2020-04-06D12:59:40.107305000,2330,0,0,466,2745000,2750000,1528
2020-04-06D12:59:40.236991000,2330,0,0,466,2745000,2750000,1528
2020-04-06D12:59:40.373016000,2330,0,0,467,2745000,2750000,1528
2020-04-06D12:59:41.491128000,2330,0,0,467,2745000,2750000,1534
2020-04-06D12:59:41.703256000,2330,0,0,467,2745000,2750000,1528
2020-04-06D12:59:41.714455000,2330,2745000,6,461,2745000,2750000,1528
2020-04-06D12:59:41.850034000,2330,0,0,463,2745000,2750000,1528
2020-04-06D12:59:42.907722000,2330,0,0,463,2745000,2750000,1527
2020-04-06D12:59:43.089438000,2330,0,0,442,2745000,2750000,1527
2020-04-06D12:59:43.092272000,2330,0,0,440,2745000,2750000,1527
2020-04-06D12:59:43.092277000,2330,0,0,439,2745000,2750000,1527
2020-04-06D12:59:43.092926000,2330,0,0,437,2745000,2750000,1527
2020-04-06D12:59:43.095136000,2330,0,0,436,2745000,2750000,1527
2020-04-06D12:59:43.112028000,2330,0,0,435,2745000,2750000,1527
2020-04-06D12:59:43.492985000,2330,0,0,471,2745000,2750000,1527
2020-04-06D12:59:43.690250000,2330,0,0,471,2745000,2750000,1528
2020-04-06D12:59:43.976780000,2330,0,0,471,2745000,2750000,1528
2020-04-06D12:59:43.977281000,2330,0,0,471,2745000,2750000,1528
2020-04-06D12:59:44.002289000,2330,2745000,4,467,2745000,2750000,1528
2020-04-06D12:59:44.242138000,2330,0,0,467,2745000,2750000,1528
2020-04-06D12:59:45.031449000,2330,0,0,467,2745000,2750000,1529
2020-04-06D12:59:45.119405000,2330,2745000,2,465,2745000,2750000,1527
2020-04-06D12:59:45.120410000,2330,0,0,465,2745000,2750000,1525
2020-04-06D12:59:45.176521000,2330,0,0,465,2745000,2750000,1527
2020-04-06D12:59:45.265777000,2330,0,0,465,2745000,2750000,1527
2020-04-06D12:59:45.438811000,2330,0,0,465,2745000,2750000,1523
2020-04-06D12:59:45.460568000,2330,0,0,465,2745000,2750000,1523
2020-04-06D12:59:45.729749000,2330,0,0,466,2745000,2750000,1523
2020-04-06D12:59:46.391409000,2330,0,0,466,2745000,2750000,1522
2020-04-06D12:59:46.722944000,2330,0,0,466,2745000,2750000,1525
2020-04-06D12:59:47.437827000,2330,0,0,466,2745000,2750000,1525
2020-04-06D12:59:47.764255000,2330,0,0,466,2745000,2750000,1525
2020-04-06D12:59:48.553905000,2330,0,0,466,2745000,2750000,1525
2020-04-06D12:59:48.663574000,2330,0,0,489,2745000,2750000,1525
2020-04-06D12:59:48.667046000,2330,2745000,1,488,2745000,2750000,1525
2020-04-06D12:59:49.259285000,2330,0,0,487,2745000,2750000,1525
2020-04-06D12:59:49.302599000,2330,0,0,488,2745000,2750000,1525
2020-04-06D12:59:50.016405000,2330,0,0,488,2745000,2750000,1525
2020-04-06D12:59:50.224834000,2330,2750000,1,487,2745000,2750000,1524
2020-04-06D12:59:50.368396000,2330,0,0,487,2745000,2750000,1524
2020-04-06D12:59:50.374448000,2330,0,0,465,2745000,2750000,1524
2020-04-06D12:59:50.380500000,2330,0,0,465,2745000,2750000,1524
2020-04-06D12:59:51.497985000,2330,0,0,465,2745000,2750000,1524
2020-04-06D12:59:52.523804000,2330,0,0,465,2745000,2750000,1524
2020-04-06D12:59:52.631797000,2330,0,0,487,2745000,2750000,1524
2020-04-06D12:59:52.688341000,2330,0,0,487,2745000,2750000,1525
2020-04-06D12:59:52.893294000,2330,2745000,8,479,2745000,2750000,1525
2020-04-06D12:59:53.741743000,2330,2745000,2,477,2745000,2750000,1525
2020-04-06D12:59:54.271750000,2330,0,0,477,2745000,2750000,1525
2020-04-06D12:59:54.398322000,2330,0,0,478,2745000,2750000,1525
2020-04-06D12:59:54.453014000,2330,0,0,442,2745000,2750000,1525
2020-04-06D12:59:55.250767000,2330,0,0,420,2745000,2750000,1525
2020-04-06D12:59:55.251573000,2330,0,0,419,2745000,2750000,1525
2020-04-06D12:59:55.317549000,2330,0,0,420,2745000,2750000,1525
2020-04-06D12:59:55.319057000,2330,2750000,1,420,2745000,2750000,1524
2020-04-06D12:59:55.422267000,2330,0,0,419,2745000,2750000,1524
2020-04-06D12:59:56.382172000,2330,0,0,419,2745000,2750000,1524
2020-04-06D12:59:56.384522000,2330,0,0,419,2745000,2750000,1525
2020-04-06D12:59:57.547903000,2330,0,0,419,2745000,2750000,1525
2020-04-06D12:59:59.535572000,2330,2750000,1,419,2745000,2750000,1524
2020-04-06D12:59:59.561597000,2330,0,0,419,2745000,2750000,1500
2020-04-06D12:59:59.563320000,2330,2745000,8,411,2745000,2750000,1500
2020-04-06D12:59:59.638613000,2330,0,0,411,2745000,2750000,1550
2020-04-06D12:59:59.640193000,2330,0,0,413,2745000,2750000,1550
2020-04-06D12:59:59.799042000,2330,0,0,413,2745000,2750000,1550
2020-04-06D12:59:59.799774000,2330,0,0,413,2745000,2750000,1550
2020-04-06D12:59:59.803916000,2330,0,0,413,2745000,2750000,1550
2020-04-06D12:59:59.863622000,2330,0,0,445,2745000,2750000,1550
2020-04-06D13:00:00.016060000,2330,2750000,1,445,2745000,2750000,1549
2020-04-06D13:00:00.137657000,2330,0,0,445,2745000,2750000,1551
2020-04-06D13:00:00.703406000,2330,2745000,12,433,2745000,2750000,1539
2020-04-06D13:00:01.131480000,2330,0,0,433,2745000,2750000,1540
2020-04-06D13:00:01.318268000,2330,2750000,1,433,2745000,2750000,1539
2020-04-06D13:00:01.499955000,2330,0,0,469,2745000,2750000,1539
2020-04-06D13:00:01.564226000,2330,0,0,472,2745000,2750000,1539
2020-04-06D13:00:01.564230000,2330,2750000,6,472,2745000,2750000,1533
2020-04-06D13:00:01.565252000,2330,2745000,1,471,2745000,2750000,1533
2020-04-06D13:00:01.619520000,2330,2750000,40,471,2745000,2750000,1493
2020-04-06D13:00:01.627850000,2330,0,0,471,2745000,2750000,1492
2020-04-06D13:00:01.647152000,2330,0,0,468,2745000,2750000,1492
2020-04-06D13:00:01.647514000,2330,0,0,465,2745000,2750000,1492
2020-04-06D13:00:01.842488000,2330,0,0,466,2745000,2750000,1492
2020-04-06D13:00:02.514432000,2330,0,0,467,2745000,2750000,1492
2020-04-06D13:00:03.731829000,2330,0,0,467,2745000,2750000,1492
2020-04-06D13:00:04.638810000,2330,0,0,467,2745000,2750000,1492
2020-04-06D13:00:05.214231000,2330,2750000,1,467,2745000,2750000,1491
2020-04-06D13:00:05.861510000,2330,0,0,467,2745000,2750000,1496
2020-04-06D13:00:06.137281000,2330,0,0,467,2745000,2750000,1495
2020-04-06D13:00:06.519918000,2330,0,0,467,2745000,2750000,1496
2020-04-06D13:00:06.756654000,2330,2745000,1,466,2745000,2750000,1496
2020-04-06D13:00:06.762755000,2330,0,0,467,2745000,2750000,1496
2020-04-06D13:00:08.256393000,2330,0,0,467,2745000,2750000,1498
2020-04-06D13:00:09.522653000,2330,0,0,467,2745000,2750000,1499
2020-04-06D13:00:10.650365000,2330,2745000,6,461,2745000,2750000,1499
2020-04-06D13:00:11.442725000,2330,0,0,468,2745000,2750000,1499
2020-04-06D13:00:11.723667000,2330,2750000,1,468,2745000,2750000,1498
2020-04-06D13:00:11.903152000,2330,0,0,468,2745000,2750000,1497
2020-04-06D13:00:11.938969000,2330,0,0,468,2745000,2750000,1496
2020-04-06D13:00:12.129813000,2330,0,0,468,2745000,2750000,1496
2020-04-06D13:00:12.341962000,2330,2745000,1,467,2745000,2750000,1496
2020-04-06D13:00:13.650639000,2330,2750000,1,467,2745000,2750000,1495
2020-04-06D13:00:14.085412000,2330,0,0,467,2745000,2750000,1496
2020-04-06D13:00:14.170470000,2330,2750000,7,467,2745000,2750000,1489
2020-04-06D13:00:15.635313000,2330,2750000,1,467,2745000,2750000,1488
2020-04-06D13:00:16.148715000,2330,0,0,467,2745000,2750000,1486
2020-04-06D13:00:16.699347000,2330,2745000,1,466,2745000,2750000,1485
2020-04-06D13:00:16.730800000,2330,0,0,468,2745000,2750000,1485
2020-04-06D13:00:16.857730000,2330,0,0,469,2745000,2750000,1485
